0.130000 -0.000456
0.131000 -0.000459
0.132000 -0.000462
0.133000 -0.000464
0.134000 -0.000467
0.135000 -0.000469
0.136000 -0.000471
0.137000 -0.000474
0.138000 -0.000476
0.139000 -0.000478
0.140000 -0.000480
0.141000 -0.000481
0.142000 -0.000483
0.143000 -0.000485
0.144000 -0.000486
0.145000 -0.000487
0.146000 -0.000488
0.147000 -0.000489
0.148000 -0.000490
0.149000 -0.000490
0.150000 -0.000491
0.151000 -0.000491
0.152000 -0.000491
0.153000 -0.000491
0.154000 -0.000491
0.155000 -0.000490
0.156000 -0.000489
0.157000 -0.000488
0.158000 -0.000487
0.159000 -0.000486
0.160000 -0.000484
0.161000 -0.000482
0.162000 -0.000480
0.163000 -0.000478
0.164000 -0.000475
0.165000 -0.000473
0.166000 -0.000470
0.167000 -0.000466
0.168000 -0.000463
0.169000 -0.000459
0.170000 -0.000455
0.171000 -0.000450
0.172000 -0.000445
0.173000 -0.000440
0.174000 -0.000435
0.175000 -0.000429
0.176000 -0.000424
0.177000 -0.000417
0.178000 -0.000411
0.179000 -0.000404
0.180000 -0.000396
0.181000 -0.000389
0.182000 -0.000381
0.183000 -0.000373
0.184000 -0.000364
0.185000 -0.000355
0.186000 -0.000345
0.187000 -0.000336
0.188000 -0.000326
0.189000 -0.000315
0.190000 -0.000304
0.191000 -0.000293
0.192000 -0.000281
0.193000 -0.000269
0.194000 -0.000256
0.195000 -0.000243
0.196000 -0.000229
0.197000 -0.000215
0.198000 -0.000201
0.199000 -0.000186
