0.130000 -0.000443
0.131000 -0.000446
0.132000 -0.000449
0.133000 -0.000451
0.134000 -0.000454
0.135000 -0.000457
0.136000 -0.000459
0.137000 -0.000462
0.138000 -0.000464
0.139000 -0.000466
0.140000 -0.000468
0.141000 -0.000470
0.142000 -0.000472
0.143000 -0.000473
0.144000 -0.000475
0.145000 -0.000476
0.146000 -0.000477
0.147000 -0.000478
0.148000 -0.000479
0.149000 -0.000480
0.150000 -0.000480
0.151000 -0.000481
0.152000 -0.000481
0.153000 -0.000481
0.154000 -0.000480
0.155000 -0.000480
0.156000 -0.000479
0.157000 -0.000478
0.158000 -0.000477
0.159000 -0.000476
0.160000 -0.000474
0.161000 -0.000473
0.162000 -0.000471
0.163000 -0.000468
0.164000 -0.000466
0.165000 -0.000463
0.166000 -0.000460
0.167000 -0.000457
0.168000 -0.000453
0.169000 -0.000450
0.170000 -0.000446
0.171000 -0.000441
0.172000 -0.000437
0.173000 -0.000432
0.174000 -0.000426
0.175000 -0.000421
0.176000 -0.000415
0.177000 -0.000409
0.178000 -0.000402
0.179000 -0.000395
0.180000 -0.000388
0.181000 -0.000381
0.182000 -0.000373
0.183000 -0.000364
0.184000 -0.000356
0.185000 -0.000347
0.186000 -0.000337
0.187000 -0.000328
0.188000 -0.000318
0.189000 -0.000307
0.190000 -0.000296
0.191000 -0.000285
0.192000 -0.000273
0.193000 -0.000261
0.194000 -0.000248
0.195000 -0.000235
0.196000 -0.000222
0.197000 -0.000208
0.198000 -0.000193
0.199000 -0.000178
