0.130000 -0.000490
0.131000 -0.000492
0.132000 -0.000494
0.133000 -0.000496
0.134000 -0.000498
0.135000 -0.000500
0.136000 -0.000502
0.137000 -0.000504
0.138000 -0.000506
0.139000 -0.000508
0.140000 -0.000510
0.141000 -0.000511
0.142000 -0.000512
0.143000 -0.000514
0.144000 -0.000515
0.145000 -0.000516
0.146000 -0.000517
0.147000 -0.000517
0.148000 -0.000518
0.149000 -0.000518
0.150000 -0.000519
0.151000 -0.000519
0.152000 -0.000518
0.153000 -0.000518
0.154000 -0.000518
0.155000 -0.000517
0.156000 -0.000516
0.157000 -0.000515
0.158000 -0.000513
0.159000 -0.000512
0.160000 -0.000510
0.161000 -0.000508
0.162000 -0.000506
0.163000 -0.000503
0.164000 -0.000501
0.165000 -0.000498
0.166000 -0.000495
0.167000 -0.000491
0.168000 -0.000487
0.169000 -0.000483
0.170000 -0.000479
0.171000 -0.000475
0.172000 -0.000470
0.173000 -0.000465
0.174000 -0.000459
0.175000 -0.000453
0.176000 -0.000447
0.177000 -0.000441
0.178000 -0.000434
0.179000 -0.000427
0.180000 -0.000420
0.181000 -0.000412
0.182000 -0.000404
0.183000 -0.000395
0.184000 -0.000387
0.185000 -0.000377
0.186000 -0.000368
0.187000 -0.000358
0.188000 -0.000348
0.189000 -0.000337
0.190000 -0.000326
0.191000 -0.000314
0.192000 -0.000302
0.193000 -0.000290
0.194000 -0.000277
