0.130000 -0.000471
0.131000 -0.000474
0.132000 -0.000476
0.133000 -0.000479
0.134000 -0.000481
0.135000 -0.000484
0.136000 -0.000486
0.137000 -0.000488
0.138000 -0.000491
0.139000 -0.000493
0.140000 -0.000494
0.141000 -0.000496
0.142000 -0.000498
0.143000 -0.000499
0.144000 -0.000501
0.145000 -0.000502
0.146000 -0.000503
0.147000 -0.000504
0.148000 -0.000505
0.149000 -0.000505
0.150000 -0.000506
0.151000 -0.000506
0.152000 -0.000506
0.153000 -0.000506
0.154000 -0.000505
0.155000 -0.000505
0.156000 -0.000504
0.157000 -0.000503
0.158000 -0.000502
0.159000 -0.000501
0.160000 -0.000499
0.161000 -0.000497
0.162000 -0.000495
0.163000 -0.000493
0.164000 -0.000490
0.165000 -0.000487
0.166000 -0.000484
0.167000 -0.000481
0.168000 -0.000477
0.169000 -0.000474
0.170000 -0.000469
0.171000 -0.000465
0.172000 -0.000460
0.173000 -0.000455
0.174000 -0.000450
0.175000 -0.000444
0.176000 -0.000438
0.177000 -0.000432
0.178000 -0.000425
0.179000 -0.000419
0.180000 -0.000411
0.181000 -0.000404
0.182000 -0.000396
0.183000 -0.000387
0.184000 -0.000379
0.185000 -0.000370
0.186000 -0.000360
0.187000 -0.000350
0.188000 -0.000340
0.189000 -0.000330
0.190000 -0.000319
0.191000 -0.000307
0.192000 -0.000295
0.193000 -0.000283
0.194000 -0.000271
